TransactionID,Amount,bankfrm,bankto,date,withdrawn,bankToName
vRNDls8CIvaxr5r,9934,6376014283,634169440,09/02/17,4035,Big Heart Bancorp
aweuYcnTE5Rzf8E,3165,3503789669,645045829,09/02/17,5721,Pursuit Financial Inc.
Vdxyr2N93JevhAy,7022,406738386,647650444,09/02/17,7270,Excellence Bank Inc.
EKO9GNLtPYHH7QM,8513,5169361173,657734691,09/02/17,2329,Reliance Banks
PTa7pkylSieAcj9,2665,276906837,671413449,09/02/17,1705,Provenance Financial Corp.
OPpDO9ZUyNBaXv4,6682,311408680,672148749,09/02/17,2814,Globe Bancorp
ezujonu6hrrVgNp,8728,471925853,674192729,09/02/17,2584,Origin Bancorp
NiZ1St9xTkb59ZR,3521,360421032,681121254,09/02/17,4275,Pinnacle Bank Group
RMdVfdWqoaQoaMf,6832,288080351,682820652,09/02/17,2139,Meridian Financial Inc.
hDtTDbZl0J8gix8,2984,6509050803,687863252,09/02/17,8348,Principle Holdings Inc.
ynYgeOFxjeDIEZa,4743,5221062437,692450785,09/02/17,6724,Surge Bank System
2AkBQ7k5sn6A9vq,8471,6587188036,693807938,09/02/17,6990,High Rise Bank
lr1jSPmzpDRIFIu,6348,3230378903,706547594,09/02/17,6810,Evolution Financial Group
emtRbtUrfeF61fC,8264,393119513,710685696,09/02/17,9037,One Duty Financial
3HTRZincU3bcKPI,2872,9626645628,728480557,09/02/17,1737,Value Financial Inc.
sAIngM0zkVprxNp,8861,9891565963,729250865,09/02/17,8631,New Sense Bank Group
hqc6yWEHm19ClTm,3095,510892132,743473310,09/02/17,8354,National Holdings
K9ytOPkExX8flR6,8201,861871456,750779969,09/02/17,3337,Grand Mutual Corporation
E86FW7xH5r9ZzbR,5424,220978409,768127882,09/02/17,6018,Assurance Trust Corp.
w5Mdno3RCTcowGi,3411,2672641676,774837381,09/02/17,3218,Alpha Bank Inc.
RAc1roCnf0wQaA2,8746,682820652,796906491,09/02/17,3858,Monolith Trust
IliKF3F5Q6zLeL7,4323,3133538756,804191581,09/02/17,5428,National Bank System
Drjqtoq5or0Xxdb,2365,230268013,822724073,09/02/17,747,Cognate Financial Services
q0mmFdsV21zeOwb,635,8450703204,824930185,09/02/17,7542,Meridian Financial Holdings
tlAoI59ML2R3pJ5,6876,8786844091,828518068,09/02/17,1830,Gold Alliance Trust Corp.
06AlbUDH0HrCYop,9554,2333474092,830128913,09/02/17,7500,Goldleaf Corporation
mg5uRlJetMUcNft,3176,5560436216,833959743,09/02/17,4700,Private Financial Holdings
QLDbPwGctyRcJea,4216,846523566,837871441,09/02/17,9981,South Trust Trust
Y1NF24pdRHmZvFn,441,6130832141,839319258,09/02/17,7944,Flow Bancshares
qzVJUbLoVLMPQur,8542,5444148986,846523566,09/02/17,7924,Generation Bank Inc.
H2NLWfxWB3H1hFb,7402,903963906,853009546,09/02/17,8322,New Corporate Trust
MS1ek8J47Gg0fBV,2,544376986,861871456,09/02/17,9325,One Capital Financial Corp.
7rMa8SQgXUJyGQ0,85,804191581,863506399,09/02/17,5144,High Rise Holdings Inc.
5ti3WacjNQA2zlP,2486,9898061049,868327964,09/02/17,8410,Origin Holding Company
1sGntzD4XIBjG9O,1233,172959349,869887645,09/02/17,2096,Grade Banks
tnwJpIYU0poMhK9,1561,287977188,870276999,09/02/17,9197,Pillar Bank System
HIMNDIUzKXQvXgD,6450,383672651,871143917,09/02/17,7547,Fundament Corporation
MRhjxen8oCe2gux,9370,6116854907,883905019,09/02/17,5306,Life Tree Holdings
Ln3sXX913CIzTXe,432,2532592982,887127932,09/02/17,1950,New Life Trus
NV4CD78JnSUDxi4,5049,7323055687,887899218,09/02/17,4562,Edge Financial
aJJ7Pf3i9XMI1AW,7233,3090058723,898172217,09/02/17,356,Lifespark Corporation
jkNImGIHu1BnIyH,9190,4747585893,903963906,09/02/17,7380,New Leaf Financial Holdings
m5UCR4ZfFcW9VtM,3297,1774501767,916342972,09/02/17,5791,Sunray Bank System
50qczWSps7PGctk,5404,208261524,921980922,09/02/17,3154,Victory Financial Group
cBFNg8qpQRUWZI4,8764,8258899015,928305155,09/02/17,6698,Goldward Credit Union
e4BVldtrs0aHDqb,6528,3932285212,936562684,09/02/17,2525,Agnate Bancshares
Uhub8C9ufyQl4mZ,3649,4621164325,944631002,09/02/17,8162,Caliber Financial Services
eDIMQt7tkuRGWHC,5743,363355111,947393544,09/02/17,2343,Life Essence Financial
NobuYSebIuTNbPe,7304,395761190,949046949,09/02/17,7792,New Sense Financial Services
7FS5rFdMOVFeVU5,971,542699265,956217826,09/02/17,5620,Grand Summit Banks
aExNqNvpY5mLwzu,4770,6682972075,973044055,09/02/17,4670,State Financial Services
3v0odrNiLL5mj1J,1430,1857968549,974269522,09/02/17,6770,Ward Bank System
JqbD4B2BKin7Z28,9280,3785526105,982175973,09/02/17,8169,Repose Financial Corp.
jtL4a6qh03qvrPo,6906,179675729,987332945,09/02/17,8136,Esteem Financial Services
OnvR8JbFpCz5ndK,5748,412677199,988940965,09/02/17,3779,Apogee Bank
GCxGrw2sxI8djQN,4537,471660949,989793648,09/02/17,2486,Big Heart Financial Group
snSj2DuDVMOc044,7747,504532111,991100735,09/02/17,3738,Royal Crown Bancorp
etbykt9mE4umrrp,5092,7036670908,992503574,09/02/17,4973,Allied Financial Holdings
TCg6AFQEOMwQlsZ,8711,883905019,1079754512,09/02/17,2595,Kindred Holdings
IURQZ6ILBzea2m0,8350,2525463013,1108073832,09/02/17,1139,Royal Crown Trust Corp.
XHAI0tB7J0mTVcJ,1228,267464002,1286597293,09/02/17,6927,Free Citizen Trust Corp.
jouo5OzBk9JXNBR,7254,7271938370,1312582170,09/02/17,3914,Jones Trust
WCDVWwzx2JJJhdf,4652,3767288060,1495921700,09/02/17,3322,Fountain Holdings
uznN7vXc2wu9fpk,9671,2224225229,1509328181,09/02/17,4970,Esteem Financial
jxtkU5rn6gWmxpV,5223,928305155,1581453817,09/02/17,6886,Evolution Bancshares
qj2QzSSLLSA8Yi8,9837,687863252,1626413193,09/02/17,7575,Celestial Holding Company
jxqyrNM2Rk4MEy5,9499,1653818999,1653818999,09/02/17,5215,Wellness Bank System
Qlbh1T7MVb5HKLG,3834,201123673,1774501767,09/02/17,8101,Associated Financial Corp.
gTvGbECd58GOZlp,7469,4106634996,1857968549,09/02/17,1668,Citadel Banks
1xRJCJkzzOZAvni,3347,2955528897,2030152579,09/02/17,814,Community Banks
lVJ9fQTf8xIJ7kt,641,2347119168,2224225229,09/02/17,2862,Vertex Financial Holdings
hFvGjCKUxMmDNfa,3928,408704187,2239991488,09/02/17,4134,Paramount Trust
cv1UyyosEWmffSa,9462,839319258,2330548141,09/02/17,8222,Goldcorp Financial Services
BFjSzoXczkfPwTu,8792,104388307,2333474092,09/02/17,7315,High Rise Financial Services
e8mZ6ZCSy63K9mC,315,3441799410,2347119168,09/02/17,1274,New Connection Bancshares
pZPJy2Wb0O0BRLS,9848,2819856721,2434878687,09/02/17,4554,Grand Market Bank Corp.
jUxYhl5xGvUrNtH,6810,887899218,2525463013,09/02/17,8140,Premium Banks
H7K6xhsrIGnf6x9,4246,4787321579,2532592982,09/02/17,4382,Principal Financial Corp.
aJtojcKrNiXXLm1,2614,579192946,2672641676,09/02/17,6469,Felicity Trust Corp
Rhm3vB64MKBNYIU,9689,4227878144,2680128044,09/02/17,5130,Connection Bancorp
WIyGJT2ewq7v8pT,8492,647650444,2680515234,09/02/17,7180,Primo Financial Corp.
SVhaZE7Dwh51zVv,4464,7053004643,2724372247,09/02/17,3146,New Wealth Banks
OBquphg79dv6Ft6,7167,2680128044,2819856721,09/02/17,3500,Trustcorp Credit Union
mYE0s4Mqlvcbtyz,7677,272625426,2824435860,09/02/17,8164,Ward Trust
KLr80ffe1j6XbPe,6903,4410780115,2867901472,09/02/17,6314,Spotlight Bank Group
hz0J5uJ0J2n9IzS,6878,5649256608,2915300275,09/02/17,7779,Her Majesty Corporation
eoPBTtTosQ1rHq3,7066,4777609375,2922266257,09/02/17,7203,Boon Financial Corp.
BHW7HBrbanMVeFb,4900,693807938,2944761102,10/02/17,8281,Esteem Trust Corp.
nqZuFpuIS4CNmtN,5063,8755745563,2955528897,10/02/17,2511,Springwell Financial Corp.
wcs9NEjEilTBLSs,778,863506399,3090058723,10/02/17,4097,Crest Trust Corp.
OoN30ZE23i0eqYW,8113,162523556,3092040708,10/02/17,1946,Solace Bank
C3iDkYF4RPNd2Ht,5406,391451308,3133538756,10/02/17,3307,Sunray Holdings Inc.
B2ZSswKKET6kQNj,2798,989793648,3230378903,10/02/17,5094,Spring Financial
aqF4ZLRqHqFezhP,7010,5734835927,3260624422,10/02/17,9940,Prosperity Trust
z61TKfYfi9pE1OS,2696,6376030963,3441799410,10/02/17,6772,Trust Trust Corp.
GtwnO25boBAUpMT,1464,853009546,3503789669,10/02/17,7064,Ascension Financial Group
1XRbrNuvP671gPR,5065,6652797429,3553798157,10/02/17,1602,Lifespark Bank Inc.
SmLASOwpXhqgkLY,4171,4771784485,3590721421,10/02/17,9140,New Life Holding Company
dTWmmSjOgnOILiF,8168,100776337,3598166915,10/02/17,432,Zenith Financial Inc.
jgOZULugrsBz8H7,201,3704811688,3704811688,10/02/17,4764,Foundation Financial Services
cMtcfjpftZeCt7q,3186,887127932,3717543652,10/02/17,5067,Grand Spire Bancorp
LtuWRbB9fFvO0Uf,7992,214951316,3767288060,10/02/17,4689,Gold Alliance Financial Holdings
DZXLTao7tvAe16M,5041,6506828161,3785526105,10/02/17,1970,Ocean Financial Inc.
LILC2l5fsb84l5V,9773,936562684,3863472306,10/02/17,4776,Generation Bank Inc.
4GMvVcbTYPHhDto,2224,382848810,3932285212,10/02/17,1466,Genesis Bank
NTQtBIcdIsqXhnq,9684,7878265267,3949056939,10/02/17,3696,First Choice Financial Services
tBJPeJM8ucRV8uO,2814,956217826,3982310296,10/02/17,4138,Assurance Trust
wecGvwCTXwIrqPc,4768,238079562,4106634996,10/02/17,3974,New Connection Financial Holdings
b9HYs87C4Y6WYQR,154,329303414,4204856292,10/02/17,498,Crest Financial
QWTBc9g1bO4o6Xa,9431,674192729,4227878144,10/02/17,117,Dominion Holdings Inc.
vkMVVzWyLJmvzXS,7063,8219164972,4396001746,10/02/17,5126,Bulwark Holdings Inc.
cv90VfkZUZZRNnH,8189,311320104,4410780115,10/02/17,9474,New Life Banks Inc.
SXLaot8TFrcuvAX,3398,267241925,4619924415,10/02/17,5447,Origin Bank Inc.
bkV4vCG5JIiGK6a,2454,1581453817,4621164325,10/02/17,6466,Armament Corporation
qvDNQxLt5OwdmNh,9453,681121254,4654769382,10/02/17,1511,Excellence Holdings Inc.
Sbm54wylM6xZWbR,7382,233691758,4747585893,10/02/17,6490,Syndicate Financial Group
ayfj2n2rrVagSO6,7615,370335260,4771784485,10/02/17,2646,Apogee Bank Group
qErMnsUF2iVQDBL,7036,574606238,4777609375,10/02/17,6908,New Corporate Trust
COPhVa8HJh1lyvC,6382,8991070922,4787321579,10/02/17,7253,Joint Bank Inc.
oqaya7SRIaNHaKX,3511,9383924144,4859064631,10/02/17,1880,Crest Financial
7gJIS35LXcRJhXu,2336,2030152579,5049964210,10/02/17,9136,Dominion Holdings Inc.
lXZ3mQ8LL3T3iFG,6420,472395742,5058816024,10/02/17,5459,Bulwark Holdings Inc.
VZXeC2r0Ij0rCD3,6071,445882387,5169361173,10/02/17,6527,New Life Banks Inc.
7Vt2mWmFj9S7Qm6,6732,916342972,5215837317,10/02/17,3894,Origin Bank Inc.
f5uRkVlx4hKHovj,1382,5424613527,5221062437,10/02/17,3755,Armament Corporation
w7j34HA013UZDAZ,3718,645045829,5234802191,10/02/17,1172,Excellence Holdings Inc.
kpc6rj4gRwxwmdT,6221,3590721421,5378372348,10/02/17,9685,Syndicate Financial Group
5KNTjR5nenL18OR,2904,6053712337,5424613527,10/02/17,2522,Apogee Bank Group
gOztz5SE8sV4qC2,3608,8478774378,5444148986,10/02/17,4483,New Corporate Trust
PaJgRG2d2JPVLB3,5663,706547594,5560436216,10/02/17,3863,Joint Bank Inc.
ejvWNrYIP5e4VLA,5514,9640588296,5592923651,10/02/17,2137,Joint Bank Inc.
2wNjd0lXmVZEDzm,9904,7120930028,5612157177,10/02/17,7646,Bastion Bank System
Pa6ZnyDLcp2Q7Pb,8212,4396001746,5649256608,10/02/17,7485,New Heights Bank System
t4dmddrYGtrMzGK,5860,402924738,5677211990,10/02/17,6651,Paradise Financial Corp.
N5qOL6Y4R2Dus1a,6693,5612157177,5699559183,10/02/17,7048,Citizens First Financial Group
xv8HxaEDCa2TwmE,4810,6829312213,5734835927,10/02/17,743,Free Citizen Financial Holdings
p1e0vNcuPKJPqOS,7351,6389423497,5773807297,10/02/17,9835,Polestar Financial Inc.
WbtK93qziskgvNX,1297,395830230,5895655149,10/02/17,9311,Elysium Financial Corp.
G2fSYvv7kATF3aM,2524,5592923651,6038568530,10/02/17,1238,Summit Bancshares
LmRea62DMPTvygf,9619,8760279095,6053712337,10/02/17,4968,New Horizon Banks Inc
1n2brvjuI3uotvU,2566,982175973,6116854907,10/02/17,8527,New Edge Financial
HqhRAdn9oJZ8WEs,267,9710670042,6130832141,10/02/17,6171,Emblem Holding Company
3mYjeDEzGQOahsw,1617,5699559183,6272962053,10/02/17,3346,Purity Bancorp
n08etMenKJfMqVY,8089,597990883,6278418215,10/02/17,5323,Life Tree Bank Corp.
gRU6KdV3nPAd3eQ,9567,184244242,6355669477,10/02/17,812,Faith Bancorp
uCutQB6oAwsyvoA,7900,750779969,6376014283,10/02/17,688,Sky High Trust
o5mWkZpKXUZ10AY,844,3982310296,6376030963,10/02/17,1637,Green Valley Banks Inc.
KgUHRonXYzISn99,5129,973044055,6389423497,10/02/17,6046,Solace Holding Company
X4S2VcgeL4HZKJq,4888,8230347646,6506828161,10/02/17,4759,Skyward Financial Inc.
iQkaxCeh4B36rYq,2640,567293165,6509050803,10/02/17,3437,Domestic Trust
2e0mnl6m5wmiXub,3427,774837381,6587188036,10/02/17,8033,Ocean Bank Corp.
9JENUMAu4caUFpP,8678,8538020439,6652797429,10/02/17,1130,Summit Bank
0k3k85XzKCaB5lf,4322,992503574,6667058147,10/02/17,8676,Syndicate Financial Corp.
CSvR3GUEK5W4DUh,6454,455485941,6682972075,10/02/17,6586,Crown Trust Corp.
SAoDDZrU4HsdHxn,9527,412806207,6808440964,10/02/17,2677,Private Bancorp
EWzERvlQzlQrkec,2893,768127882,6829312213,10/02/17,9868,Dominion Financial
C8bbfqWMIEFv75c,4885,202921247,6966449008,10/02/17,289,Vigor Trust
uYaEFFrq0UV3J6n,7974,671413449,7025329703,10/02/17,1791,Ascension Financial Services
MhCtYSr86rc2wVS,3313,692450785,7036334274,10/02/17,4524,New Leaf Financial Corp.
kD9ExAWBLDemr6H,8341,4859064631,7036670908,10/02/17,7226,High Rise Bank
bDGZkvTPGWmsfTX,3780,870276999,7053004643,10/02/17,3052,His Majesty Bank System
kNpglXn8fFhk0JO,2812,306442698,7120930028,10/02/17,1460,Sprout Banks Inc.
DCJTwNnQqGCJQPU,5666,377781991,7162494226,10/02/17,2966,First Choice Bancshares
baGnV2dRmafKsf3,5752,7972078947,7201007688,10/02/17,1266,Private Bank
VV3vvnWNH6azBHq,777,559033060,7249994514,10/02/17,3741,Obsidian Bancorp
U3Zx8ieVFwTvdG1,1414,828518068,7271938370,10/02/17,6163,Elysium Holdings Inc.
IyrUGoKlwngApq3,2638,7664068959,7299520699,10/02/17,2639,Central Financial
biOhR5ZgE17DOs2,6882,657734691,7323055687,10/02/17,6934,Evolution Banks
aQJXtJKz54bQrT1,558,254578691,7490548551,10/02/17,3443,Goldward Holdings Inc.
FoQFJUTQyVqjaaT,8108,2922266257,7664068959,10/02/17,1886,Faith Financial Service
VrOeK9KOVp6BMWR,156,184441439,7823126443,10/02/17,3242,New Blossom Bancshares
6lPGtBLcmju3H34,1008,569554292,7852606946,10/02/17,8694,National Financial
X3gBK5WpXC2Lfaa,4070,9258250079,7878265267,10/02/17,1760,Snowflake Bancshares
UI0FzN2V02wH37H,6033,3092040708,7972078947,10/02/17,4779,Trust Financial Inc.
5AcSj1zNC5B1Y4A,8667,871143917,7976573454,10/02/17,2680,New Connection Bank System
3Qh937aOulzQNRi,7490,947393544,8219164972,10/02/17,2015,Credence Bancorp
W8v6sdf2UJA3IBR,2869,464459893,8230347646,10/02/17,9411,Diamond Holding Company
S2rdaDN3CdGK5AE,1570,2330548141,8258899015,10/02/17,9081,Lightning Financial
8nE551K2PZ028SQ,6885,9423002501,8450703204,10/02/17,6796,Eminence Bank Group
Q5uEWyGV6yADqou,329,186009623,8460835030,10/02/17,5256,Life Essence Corporation
kIBWcjKiy9pNJHP,688,6278418215,8478774378,10/02/17,964,Alpha Financial Services
DNd53C73FWwpVI6,3506,3598166915,8538020439,10/02/17,5339,Big Heart Bancorp
IvMDCGk5bOpOOfg,3063,5215837317,8718909043,10/02/17,3610,Pursuit Financial Inc.
UtNmaYw4CtiSWRG,1415,174760825,8755745563,10/02/17,7308,Excellence Bank Inc.
Y9ZoNmlo4xq01bE,759,824930185,8760279095,10/02/17,2998,Reliance Banks
fUL3aBtFM7xQ1gP,634,9977723516,8786844091,10/02/17,1643,Provenance Financial Corp.
R13Y19IRWx9rTJg,1967,1286597293,8838536805,10/02/17,1282,Globe Bancorp
31DHyCMMv3SgX6o,9474,830128913,8985235508,10/02/17,6618,Origin Bancorp
BaJW9O4TGw8FLxk,7918,9547113844,8991070922,10/02/17,5208,Pinnacle Bank Group
HVj6ZFT4JjoR5gH,5615,570239796,9036985056,10/02/17,5875,Meridian Financial Inc.
XX4x07L8JFqplXy,2317,338565272,9258250079,10/02/17,4079,Principle Holdings Inc.
HXhW4uKXsLySVe7,6411,868327964,9314362604,10/02/17,881,Surge Bank System
LPVlVe2hSBRk20l,4806,944631002,9383924144,10/02/17,5129,High Rise Bank
wk2g6nm0eAQcZxb,8505,1495921700,9414796525,10/02/17,6647,Evolution Financial Group
fKsYW3ynewmqWSH,3951,2239991488,9423002501,10/02/17,9189,One Duty Financial
kZbvtvaPYMOPyOA,5845,5049964210,9455825287,10/02/17,3761,Value Financial Inc.
OWWlI26e2pwR5g8,3133,7299520699,9481967794,10/02/17,1449,New Sense Bank Group
z5DCGp9kSo0JE8M,3585,6966449008,9510998532,10/02/17,685,National Holdings
oZvWHRzEz65oe7O,9014,7249994514,9521758201,10/02/17,7437,Grand Mutual Corporation
zxArDHJH7dfXeMf,9466,161832415,9547113844,10/02/17,3937,Assurance Trust Corp.
nwA8hfd0XZqyA92,6076,796906491,9626645628,10/02/17,9304,Alpha Bank Inc.
m9PNc3z3fhba4gS,2883,729250865,9640588296,10/02/17,3609,Monolith Trust
i2CVYggM7C4yXvU,506,2867901472,9710670042,10/02/17,1976,National Bank System
bmKSHq6d4myyhJS,8305,418748187,9781954558,10/02/17,2915,Cognate Financial Services
u7ZIL7PLfqk1buN,3618,3717543652,9891565963,10/02/17,585,Meridian Financial Holdings
AnG0C3opQKRZPYr,1217,833959743,9898061049,10/02/17,4832,Gold Alliance Trust Corp.
iJfZbLrK9E6foKM,6258,5234802191,9906535644,10/02/17,2736,Goldleaf Corporation
mpzrwwZXC4ZxE1b,1660,607101636,9977723516,10/02/17,6124,Private Financial Holdings
m3bS01dGHpvg927,6644,604687842,814559944,10/02/17,6453,South Trust Trust
cwVy29z1pi4vXNd,8622,278238062,202553377,10/02/17,6712,Flow Bancshares
Cr7ItVZ2NEgk25L,961,633105135,416398734,10/02/17,910,Generation Bank Inc.
